{'sa': 422, 'k': 0.020342115, 'nc': 386, 'it': 0, 'n': 100}
{'sa': 792, 'k': 0.020342115, 'nc': 816, 'it': 0, 'n': 200}
{'sa': 1168, 'k': 0.020342115, 'nc': 1240, 'it': 0, 'n': 300}
{'sa': 1560, 'k': 0.020342115, 'nc': 1648, 'it': 0, 'n': 400}
{'sa': 1914, 'k': 0.020342115, 'nc': 2094, 'it': 0, 'n': 500}
{'sa': 2264, 'k': 0.020342115, 'nc': 2544, 'it': 0, 'n': 600}
{'sa': 2594, 'k': 0.020342115, 'nc': 3014, 'it': 0, 'n': 700}
{'sa': 2998, 'k': 0.020342115, 'nc': 3410, 'it': 0, 'n': 800}
{'sa': 3326, 'k': 0.020342115, 'nc': 3882, 'it': 0, 'n': 900}
{'sa': 3714, 'k': 0.020342115, 'nc': 4294, 'it': 0, 'n': 1000}
{'sa': 4078, 'k': 0.020342115, 'nc': 4730, 'it': 0, 'n': 1100}
{'sa': 4438, 'k': 0.020342115, 'nc': 5170, 'it': 0, 'n': 1200}
{'sa': 4804, 'k': 0.020342115, 'nc': 5604, 'it': 0, 'n': 1300}
{'sa': 5148, 'k': 0.020342115, 'nc': 6060, 'it': 0, 'n': 1400}
{'sa': 5518, 'k': 0.020342115, 'nc': 6490, 'it': 0, 'n': 1500}
{'sa': 5896, 'k': 0.020342115, 'nc': 6912, 'it': 0, 'n': 1600}
{'sa': 6266, 'k': 0.020342115, 'nc': 7342, 'it': 0, 'n': 1700}
{'sa': 6662, 'k': 0.020342115, 'nc': 7746, 'it': 0, 'n': 1800}
{'sa': 7054, 'k': 0.020342115, 'nc': 8154, 'it': 0, 'n': 1900}
{'sa': 7418, 'k': 0.020342115, 'nc': 8590, 'it': 0, 'n': 2000}
{'sa': 7804, 'k': 0.020342115, 'nc': 9004, 'it': 0, 'n': 2100}
{'sa': 8162, 'k': 0.020342115, 'nc': 9446, 'it': 0, 'n': 2200}
{'sa': 8558, 'k': 0.020342115, 'nc': 9850, 'it': 0, 'n': 2300}
{'sa': 8942, 'k': 0.020342115, 'nc': 10266, 'it': 0, 'n': 2400}
{'sa': 9294, 'k': 0.020342115, 'nc': 10714, 'it': 0, 'n': 2500}
{'sa': 9596, 'k': 0.020342115, 'nc': 11212, 'it': 0, 'n': 2600}
{'sa': 10020, 'k': 0.020342115, 'nc': 11588, 'it': 0, 'n': 2700}
{'sa': 10406, 'k': 0.020342115, 'nc': 12002, 'it': 0, 'n': 2800}
{'sa': 10800, 'k': 0.020342115, 'nc': 12408, 'it': 0, 'n': 2900}
{'sa': 11198, 'k': 0.020342115, 'nc': 12810, 'it': 0, 'n': 3000}
{'sa': 11632, 'k': 0.020342115, 'nc': 13176, 'it': 0, 'n': 3100}
{'sa': 11942, 'k': 0.020342115, 'nc': 13666, 'it': 0, 'n': 3200}
{'sa': 12318, 'k': 0.020342115, 'nc': 14090, 'it': 0, 'n': 3300}
{'sa': 12698, 'k': 0.020342115, 'nc': 14510, 'it': 0, 'n': 3400}
{'sa': 13080, 'k': 0.020342115, 'nc': 14928, 'it': 0, 'n': 3500}
{'sa': 13394, 'k': 0.020342115, 'nc': 15414, 'it': 0, 'n': 3600}
{'sa': 13792, 'k': 0.020342115, 'nc': 15816, 'it': 0, 'n': 3700}
{'sa': 14194, 'k': 0.020342115, 'nc': 16214, 'it': 0, 'n': 3800}
{'sa': 14564, 'k': 0.020342115, 'nc': 16644, 'it': 0, 'n': 3900}
{'sa': 14902, 'k': 0.020342115, 'nc': 17106, 'it': 0, 'n': 4000}
{'sa': 15272, 'k': 0.020342115, 'nc': 17536, 'it': 0, 'n': 4100}
{'sa': 15664, 'k': 0.020342115, 'nc': 17944, 'it': 0, 'n': 4200}
{'sa': 16026, 'k': 0.020342115, 'nc': 18382, 'it': 0, 'n': 4300}
{'sa': 16366, 'k': 0.020342115, 'nc': 18842, 'it': 0, 'n': 4400}
{'sa': 16818, 'k': 0.020342115, 'nc': 19190, 'it': 0, 'n': 4500}
{'sa': 17194, 'k': 0.020342115, 'nc': 19614, 'it': 0, 'n': 4600}
{'sa': 17576, 'k': 0.020342115, 'nc': 20032, 'it': 0, 'n': 4700}
{'sa': 17982, 'k': 0.020342115, 'nc': 20426, 'it': 0, 'n': 4800}
{'sa': 18346, 'k': 0.020342115, 'nc': 20862, 'it': 0, 'n': 4900}
{'sa': 18698, 'k': 0.020342115, 'nc': 21310, 'it': 0, 'n': 5000}
{'sa': 19060, 'k': 0.020342115, 'nc': 21748, 'it': 0, 'n': 5100}
{'sa': 19456, 'k': 0.020342115, 'nc': 22152, 'it': 0, 'n': 5200}
{'sa': 19852, 'k': 0.020342115, 'nc': 22556, 'it': 0, 'n': 5300}
{'sa': 20234, 'k': 0.020342115, 'nc': 22974, 'it': 0, 'n': 5400}
{'sa': 20616, 'k': 0.020342115, 'nc': 23392, 'it': 0, 'n': 5500}
{'sa': 20992, 'k': 0.020342115, 'nc': 23816, 'it': 0, 'n': 5600}
{'sa': 21326, 'k': 0.020342115, 'nc': 24282, 'it': 0, 'n': 5700}
{'sa': 21662, 'k': 0.020342115, 'nc': 24746, 'it': 0, 'n': 5800}
{'sa': 22028, 'k': 0.020342115, 'nc': 25180, 'it': 0, 'n': 5900}
{'sa': 22400, 'k': 0.020342115, 'nc': 25608, 'it': 0, 'n': 6000}
{'sa': 22778, 'k': 0.020342115, 'nc': 26030, 'it': 0, 'n': 6100}
{'sa': 23154, 'k': 0.020342115, 'nc': 26454, 'it': 0, 'n': 6200}
{'sa': 23556, 'k': 0.020342115, 'nc': 26852, 'it': 0, 'n': 6300}
{'sa': 23930, 'k': 0.020342115, 'nc': 27278, 'it': 0, 'n': 6400}
{'sa': 24270, 'k': 0.020342115, 'nc': 27738, 'it': 0, 'n': 6500}
{'sa': 24642, 'k': 0.020342115, 'nc': 28166, 'it': 0, 'n': 6600}
{'sa': 25058, 'k': 0.020342115, 'nc': 28550, 'it': 0, 'n': 6700}
{'sa': 25408, 'k': 0.020342115, 'nc': 29000, 'it': 0, 'n': 6800}
