{'sa': 474, 'k': 0.025500005, 'nc': 334, 'it': 0, 'n': 100}
{'sa': 872, 'k': 0.025500005, 'nc': 736, 'it': 0, 'n': 200}
{'sa': 1254, 'k': 0.025500005, 'nc': 1154, 'it': 0, 'n': 300}
{'sa': 1626, 'k': 0.025500005, 'nc': 1582, 'it': 0, 'n': 400}
{'sa': 2026, 'k': 0.025500005, 'nc': 1982, 'it': 0, 'n': 500}
{'sa': 2350, 'k': 0.025500005, 'nc': 2458, 'it': 0, 'n': 600}
{'sa': 2752, 'k': 0.025500005, 'nc': 2856, 'it': 0, 'n': 700}
{'sa': 3114, 'k': 0.025500005, 'nc': 3294, 'it': 0, 'n': 800}
{'sa': 3510, 'k': 0.025500005, 'nc': 3698, 'it': 0, 'n': 900}
{'sa': 3908, 'k': 0.025500005, 'nc': 4100, 'it': 0, 'n': 1000}
{'sa': 4276, 'k': 0.025500005, 'nc': 4532, 'it': 0, 'n': 1100}
{'sa': 4656, 'k': 0.025500005, 'nc': 4952, 'it': 0, 'n': 1200}
{'sa': 5046, 'k': 0.025500005, 'nc': 5362, 'it': 0, 'n': 1300}
{'sa': 5406, 'k': 0.025500005, 'nc': 5802, 'it': 0, 'n': 1400}
{'sa': 5792, 'k': 0.025500005, 'nc': 6216, 'it': 0, 'n': 1500}
{'sa': 6212, 'k': 0.025500005, 'nc': 6596, 'it': 0, 'n': 1600}
{'sa': 6596, 'k': 0.025500005, 'nc': 7012, 'it': 0, 'n': 1700}
{'sa': 6962, 'k': 0.025500005, 'nc': 7446, 'it': 0, 'n': 1800}
{'sa': 7344, 'k': 0.025500005, 'nc': 7864, 'it': 0, 'n': 1900}
{'sa': 7722, 'k': 0.025500005, 'nc': 8286, 'it': 0, 'n': 2000}
{'sa': 8058, 'k': 0.025500005, 'nc': 8750, 'it': 0, 'n': 2100}
{'sa': 8476, 'k': 0.025500005, 'nc': 9132, 'it': 0, 'n': 2200}
{'sa': 8820, 'k': 0.025500005, 'nc': 9588, 'it': 0, 'n': 2300}
{'sa': 9210, 'k': 0.025500005, 'nc': 9998, 'it': 0, 'n': 2400}
{'sa': 9556, 'k': 0.025500005, 'nc': 10452, 'it': 0, 'n': 2500}
{'sa': 9924, 'k': 0.025500005, 'nc': 10884, 'it': 0, 'n': 2600}
{'sa': 10338, 'k': 0.025500005, 'nc': 11270, 'it': 0, 'n': 2700}
{'sa': 10752, 'k': 0.025500005, 'nc': 11656, 'it': 0, 'n': 2800}
{'sa': 11154, 'k': 0.025500005, 'nc': 12054, 'it': 0, 'n': 2900}
{'sa': 11540, 'k': 0.025500005, 'nc': 12468, 'it': 0, 'n': 3000}
{'sa': 11952, 'k': 0.025500005, 'nc': 12856, 'it': 0, 'n': 3100}
{'sa': 12324, 'k': 0.025500005, 'nc': 13284, 'it': 0, 'n': 3200}
{'sa': 12692, 'k': 0.025500005, 'nc': 13716, 'it': 0, 'n': 3300}
{'sa': 13082, 'k': 0.025500005, 'nc': 14126, 'it': 0, 'n': 3400}
{'sa': 13422, 'k': 0.025500005, 'nc': 14586, 'it': 0, 'n': 3500}
{'sa': 13838, 'k': 0.025500005, 'nc': 14970, 'it': 0, 'n': 3600}
{'sa': 14220, 'k': 0.025500005, 'nc': 15388, 'it': 0, 'n': 3700}
{'sa': 14618, 'k': 0.025500005, 'nc': 15790, 'it': 0, 'n': 3800}
{'sa': 15046, 'k': 0.025500005, 'nc': 16162, 'it': 0, 'n': 3900}
{'sa': 15446, 'k': 0.025500005, 'nc': 16562, 'it': 0, 'n': 4000}
{'sa': 15836, 'k': 0.025500005, 'nc': 16972, 'it': 0, 'n': 4100}
{'sa': 16256, 'k': 0.025500005, 'nc': 17352, 'it': 0, 'n': 4200}
{'sa': 16672, 'k': 0.025500005, 'nc': 17736, 'it': 0, 'n': 4300}
{'sa': 17076, 'k': 0.025500005, 'nc': 18132, 'it': 0, 'n': 4400}
{'sa': 17468, 'k': 0.025500005, 'nc': 18540, 'it': 0, 'n': 4500}
{'sa': 17792, 'k': 0.025500005, 'nc': 19016, 'it': 0, 'n': 4600}
{'sa': 18160, 'k': 0.025500005, 'nc': 19448, 'it': 0, 'n': 4700}
{'sa': 18526, 'k': 0.025500005, 'nc': 19882, 'it': 0, 'n': 4800}
{'sa': 18914, 'k': 0.025500005, 'nc': 20294, 'it': 0, 'n': 4900}
{'sa': 19328, 'k': 0.025500005, 'nc': 20680, 'it': 0, 'n': 5000}
{'sa': 19716, 'k': 0.025500005, 'nc': 21092, 'it': 0, 'n': 5100}
{'sa': 20116, 'k': 0.025500005, 'nc': 21492, 'it': 0, 'n': 5200}
{'sa': 20490, 'k': 0.025500005, 'nc': 21918, 'it': 0, 'n': 5300}
{'sa': 20836, 'k': 0.025500005, 'nc': 22372, 'it': 0, 'n': 5400}
