{'sa': 452, 'k': 0.040973705, 'nc': 356, 'it': 0, 'n': 100}
{'sa': 860, 'k': 0.040973705, 'nc': 748, 'it': 0, 'n': 200}
{'sa': 1244, 'k': 0.040973705, 'nc': 1164, 'it': 0, 'n': 300}
{'sa': 1656, 'k': 0.040973705, 'nc': 1552, 'it': 0, 'n': 400}
{'sa': 2096, 'k': 0.040973705, 'nc': 1912, 'it': 0, 'n': 500}
{'sa': 2480, 'k': 0.040973705, 'nc': 2328, 'it': 0, 'n': 600}
{'sa': 2860, 'k': 0.040973705, 'nc': 2748, 'it': 0, 'n': 700}
{'sa': 3244, 'k': 0.040973705, 'nc': 3164, 'it': 0, 'n': 800}
{'sa': 3682, 'k': 0.040973705, 'nc': 3526, 'it': 0, 'n': 900}
{'sa': 4084, 'k': 0.040973705, 'nc': 3924, 'it': 0, 'n': 1000}
{'sa': 4528, 'k': 0.040973705, 'nc': 4280, 'it': 0, 'n': 1100}
{'sa': 4966, 'k': 0.040973705, 'nc': 4642, 'it': 0, 'n': 1200}
{'sa': 5328, 'k': 0.040973705, 'nc': 5080, 'it': 0, 'n': 1300}
{'sa': 5762, 'k': 0.040973705, 'nc': 5446, 'it': 0, 'n': 1400}
{'sa': 6170, 'k': 0.040973705, 'nc': 5838, 'it': 0, 'n': 1500}
{'sa': 6574, 'k': 0.040973705, 'nc': 6234, 'it': 0, 'n': 1600}
{'sa': 7002, 'k': 0.040973705, 'nc': 6606, 'it': 0, 'n': 1700}
{'sa': 7404, 'k': 0.040973705, 'nc': 7004, 'it': 0, 'n': 1800}
{'sa': 7794, 'k': 0.040973705, 'nc': 7414, 'it': 0, 'n': 1900}
{'sa': 8206, 'k': 0.040973705, 'nc': 7802, 'it': 0, 'n': 2000}
{'sa': 8630, 'k': 0.040973705, 'nc': 8178, 'it': 0, 'n': 2100}
{'sa': 9064, 'k': 0.040973705, 'nc': 8544, 'it': 0, 'n': 2200}
{'sa': 9430, 'k': 0.040973705, 'nc': 8978, 'it': 0, 'n': 2300}
{'sa': 9810, 'k': 0.040973705, 'nc': 9398, 'it': 0, 'n': 2400}
{'sa': 10224, 'k': 0.040973705, 'nc': 9784, 'it': 0, 'n': 2500}
{'sa': 10636, 'k': 0.040973705, 'nc': 10172, 'it': 0, 'n': 2600}
{'sa': 11044, 'k': 0.040973705, 'nc': 10564, 'it': 0, 'n': 2700}
{'sa': 11476, 'k': 0.040973705, 'nc': 10932, 'it': 0, 'n': 2800}
{'sa': 11886, 'k': 0.040973705, 'nc': 11322, 'it': 0, 'n': 2900}
{'sa': 12306, 'k': 0.040973705, 'nc': 11702, 'it': 0, 'n': 3000}
{'sa': 12676, 'k': 0.040973705, 'nc': 12132, 'it': 0, 'n': 3100}
{'sa': 13088, 'k': 0.040973705, 'nc': 12520, 'it': 0, 'n': 3200}
{'sa': 13502, 'k': 0.040973705, 'nc': 12906, 'it': 0, 'n': 3300}
{'sa': 13990, 'k': 0.040973705, 'nc': 13218, 'it': 0, 'n': 3400}
{'sa': 14402, 'k': 0.040973705, 'nc': 13606, 'it': 0, 'n': 3500}
{'sa': 14824, 'k': 0.040973705, 'nc': 13984, 'it': 0, 'n': 3600}
{'sa': 15268, 'k': 0.040973705, 'nc': 14340, 'it': 0, 'n': 3700}
{'sa': 15668, 'k': 0.040973705, 'nc': 14740, 'it': 0, 'n': 3800}
{'sa': 16076, 'k': 0.040973705, 'nc': 15132, 'it': 0, 'n': 3900}
{'sa': 16488, 'k': 0.040973705, 'nc': 15520, 'it': 0, 'n': 4000}
{'sa': 16912, 'k': 0.040973705, 'nc': 15896, 'it': 0, 'n': 4100}
{'sa': 17278, 'k': 0.040973705, 'nc': 16330, 'it': 0, 'n': 4200}
{'sa': 17706, 'k': 0.040973705, 'nc': 16702, 'it': 0, 'n': 4300}
{'sa': 18100, 'k': 0.040973705, 'nc': 17108, 'it': 0, 'n': 4400}
{'sa': 18512, 'k': 0.040973705, 'nc': 17496, 'it': 0, 'n': 4500}
{'sa': 18944, 'k': 0.040973705, 'nc': 17864, 'it': 0, 'n': 4600}
{'sa': 19352, 'k': 0.040973705, 'nc': 18256, 'it': 0, 'n': 4700}
{'sa': 19730, 'k': 0.040973705, 'nc': 18678, 'it': 0, 'n': 4800}
{'sa': 20120, 'k': 0.040973705, 'nc': 19088, 'it': 0, 'n': 4900}
{'sa': 20498, 'k': 0.040973705, 'nc': 19510, 'it': 0, 'n': 5000}
{'sa': 20916, 'k': 0.040973705, 'nc': 19892, 'it': 0, 'n': 5100}
{'sa': 21354, 'k': 0.040973705, 'nc': 20254, 'it': 0, 'n': 5200}
{'sa': 21778, 'k': 0.040973705, 'nc': 20630, 'it': 0, 'n': 5300}
{'sa': 22200, 'k': 0.040973705, 'nc': 21008, 'it': 0, 'n': 5400}
{'sa': 22574, 'k': 0.040973705, 'nc': 21434, 'it': 0, 'n': 5500}
{'sa': 22976, 'k': 0.040973705, 'nc': 21832, 'it': 0, 'n': 5600}
{'sa': 23366, 'k': 0.040973705, 'nc': 22242, 'it': 0, 'n': 5700}
{'sa': 23744, 'k': 0.040973705, 'nc': 22664, 'it': 0, 'n': 5800}
{'sa': 24100, 'k': 0.040973705, 'nc': 23108, 'it': 0, 'n': 5900}
{'sa': 24524, 'k': 0.040973705, 'nc': 23484, 'it': 0, 'n': 6000}
{'sa': 24906, 'k': 0.040973705, 'nc': 23902, 'it': 0, 'n': 6100}
{'sa': 25340, 'k': 0.040973705, 'nc': 24268, 'it': 0, 'n': 6200}
{'sa': 25720, 'k': 0.040973705, 'nc': 24688, 'it': 0, 'n': 6300}
{'sa': 26094, 'k': 0.040973705, 'nc': 25114, 'it': 0, 'n': 6400}
{'sa': 26552, 'k': 0.040973705, 'nc': 25456, 'it': 0, 'n': 6500}
{'sa': 26956, 'k': 0.040973705, 'nc': 25852, 'it': 0, 'n': 6600}
{'sa': 27376, 'k': 0.040973705, 'nc': 26232, 'it': 0, 'n': 6700}
{'sa': 27732, 'k': 0.040973705, 'nc': 26676, 'it': 0, 'n': 6800}
{'sa': 28192, 'k': 0.040973705, 'nc': 27016, 'it': 0, 'n': 6900}
{'sa': 28594, 'k': 0.040973705, 'nc': 27414, 'it': 0, 'n': 7000}
{'sa': 28960, 'k': 0.040973705, 'nc': 27848, 'it': 0, 'n': 7100}
{'sa': 29380, 'k': 0.040973705, 'nc': 28228, 'it': 0, 'n': 7200}
{'sa': 29782, 'k': 0.040973705, 'nc': 28626, 'it': 0, 'n': 7300}
{'sa': 30192, 'k': 0.040973705, 'nc': 29016, 'it': 0, 'n': 7400}
{'sa': 30584, 'k': 0.040973705, 'nc': 29424, 'it': 0, 'n': 7500}
{'sa': 31010, 'k': 0.040973705, 'nc': 29798, 'it': 0, 'n': 7600}
{'sa': 31398, 'k': 0.040973705, 'nc': 30210, 'it': 0, 'n': 7700}
{'sa': 31786, 'k': 0.040973705, 'nc': 30622, 'it': 0, 'n': 7800}
{'sa': 32204, 'k': 0.040973705, 'nc': 31004, 'it': 0, 'n': 7900}
{'sa': 32640, 'k': 0.040973705, 'nc': 31368, 'it': 0, 'n': 8000}
{'sa': 33042, 'k': 0.040973705, 'nc': 31766, 'it': 0, 'n': 8100}
{'sa': 33400, 'k': 0.040973705, 'nc': 32208, 'it': 0, 'n': 8200}
{'sa': 33832, 'k': 0.040973705, 'nc': 32576, 'it': 0, 'n': 8300}
{'sa': 34260, 'k': 0.040973705, 'nc': 32948, 'it': 0, 'n': 8400}
{'sa': 34634, 'k': 0.040973705, 'nc': 33374, 'it': 0, 'n': 8500}
{'sa': 35048, 'k': 0.040973705, 'nc': 33760, 'it': 0, 'n': 8600}
{'sa': 35478, 'k': 0.040973705, 'nc': 34130, 'it': 0, 'n': 8700}
{'sa': 35918, 'k': 0.040973705, 'nc': 34490, 'it': 0, 'n': 8800}
{'sa': 36316, 'k': 0.040973705, 'nc': 34892, 'it': 0, 'n': 8900}
{'sa': 36702, 'k': 0.040973705, 'nc': 35306, 'it': 0, 'n': 9000}
{'sa': 37108, 'k': 0.040973705, 'nc': 35700, 'it': 0, 'n': 9100}
{'sa': 37504, 'k': 0.040973705, 'nc': 36104, 'it': 0, 'n': 9200}
{'sa': 37914, 'k': 0.040973705, 'nc': 36494, 'it': 0, 'n': 9300}
{'sa': 38318, 'k': 0.040973705, 'nc': 36890, 'it': 0, 'n': 9400}
{'sa': 38720, 'k': 0.040973705, 'nc': 37288, 'it': 0, 'n': 9500}
{'sa': 39074, 'k': 0.040973705, 'nc': 37734, 'it': 0, 'n': 9600}
{'sa': 39484, 'k': 0.040973705, 'nc': 38124, 'it': 0, 'n': 9700}
{'sa': 39884, 'k': 0.040973705, 'nc': 38524, 'it': 0, 'n': 9800}
{'sa': 40256, 'k': 0.040973705, 'nc': 38952, 'it': 0, 'n': 9900}
{'sa': 40656, 'k': 0.040973705, 'nc': 39352, 'it': 0, 'n': 10000}
{'sa': 41024, 'k': 0.040973705, 'nc': 39784, 'it': 0, 'n': 10100}
{'sa': 41460, 'k': 0.040973705, 'nc': 40148, 'it': 0, 'n': 10200}
{'sa': 41844, 'k': 0.040973705, 'nc': 40564, 'it': 0, 'n': 10300}
{'sa': 42236, 'k': 0.040973705, 'nc': 40972, 'it': 0, 'n': 10400}
{'sa': 42672, 'k': 0.040973705, 'nc': 41336, 'it': 0, 'n': 10500}
{'sa': 43080, 'k': 0.040973705, 'nc': 41728, 'it': 0, 'n': 10600}
{'sa': 43482, 'k': 0.040973705, 'nc': 42126, 'it': 0, 'n': 10700}
{'sa': 43884, 'k': 0.040973705, 'nc': 42524, 'it': 0, 'n': 10800}
{'sa': 44304, 'k': 0.040973705, 'nc': 42904, 'it': 0, 'n': 10900}
{'sa': 44706, 'k': 0.040973705, 'nc': 43302, 'it': 0, 'n': 11000}
{'sa': 45098, 'k': 0.040973705, 'nc': 43710, 'it': 0, 'n': 11100}
{'sa': 45524, 'k': 0.040973705, 'nc': 44084, 'it': 0, 'n': 11200}
{'sa': 45936, 'k': 0.040973705, 'nc': 44472, 'it': 0, 'n': 11300}
{'sa': 46296, 'k': 0.040973705, 'nc': 44912, 'it': 0, 'n': 11400}
{'sa': 46678, 'k': 0.040973705, 'nc': 45330, 'it': 0, 'n': 11500}
{'sa': 47116, 'k': 0.040973705, 'nc': 45692, 'it': 0, 'n': 11600}
{'sa': 47586, 'k': 0.040973705, 'nc': 46022, 'it': 0, 'n': 11700}
