{'sa': 444, 'k': 0.028078955, 'nc': 364, 'it': 0, 'n': 100}
{'sa': 862, 'k': 0.028078955, 'nc': 746, 'it': 0, 'n': 200}
{'sa': 1286, 'k': 0.028078955, 'nc': 1122, 'it': 0, 'n': 300}
{'sa': 1666, 'k': 0.028078955, 'nc': 1542, 'it': 0, 'n': 400}
{'sa': 2030, 'k': 0.028078955, 'nc': 1978, 'it': 0, 'n': 500}
{'sa': 2446, 'k': 0.028078955, 'nc': 2362, 'it': 0, 'n': 600}
{'sa': 2836, 'k': 0.028078955, 'nc': 2772, 'it': 0, 'n': 700}
{'sa': 3214, 'k': 0.028078955, 'nc': 3194, 'it': 0, 'n': 800}
{'sa': 3600, 'k': 0.028078955, 'nc': 3608, 'it': 0, 'n': 900}
{'sa': 3932, 'k': 0.028078955, 'nc': 4076, 'it': 0, 'n': 1000}
{'sa': 4376, 'k': 0.028078955, 'nc': 4432, 'it': 0, 'n': 1100}
{'sa': 4730, 'k': 0.028078955, 'nc': 4878, 'it': 0, 'n': 1200}
{'sa': 5130, 'k': 0.028078955, 'nc': 5278, 'it': 0, 'n': 1300}
{'sa': 5478, 'k': 0.028078955, 'nc': 5730, 'it': 0, 'n': 1400}
{'sa': 5888, 'k': 0.028078955, 'nc': 6120, 'it': 0, 'n': 1500}
{'sa': 6262, 'k': 0.028078955, 'nc': 6546, 'it': 0, 'n': 1600}
{'sa': 6660, 'k': 0.028078955, 'nc': 6948, 'it': 0, 'n': 1700}
{'sa': 7066, 'k': 0.028078955, 'nc': 7342, 'it': 0, 'n': 1800}
{'sa': 7448, 'k': 0.028078955, 'nc': 7760, 'it': 0, 'n': 1900}
{'sa': 7820, 'k': 0.028078955, 'nc': 8188, 'it': 0, 'n': 2000}
{'sa': 8190, 'k': 0.028078955, 'nc': 8618, 'it': 0, 'n': 2100}
{'sa': 8600, 'k': 0.028078955, 'nc': 9008, 'it': 0, 'n': 2200}
{'sa': 8982, 'k': 0.028078955, 'nc': 9426, 'it': 0, 'n': 2300}
{'sa': 9336, 'k': 0.028078955, 'nc': 9872, 'it': 0, 'n': 2400}
{'sa': 9714, 'k': 0.028078955, 'nc': 10294, 'it': 0, 'n': 2500}
{'sa': 10086, 'k': 0.028078955, 'nc': 10722, 'it': 0, 'n': 2600}
{'sa': 10478, 'k': 0.028078955, 'nc': 11130, 'it': 0, 'n': 2700}
{'sa': 10860, 'k': 0.028078955, 'nc': 11548, 'it': 0, 'n': 2800}
{'sa': 11252, 'k': 0.028078955, 'nc': 11956, 'it': 0, 'n': 2900}
{'sa': 11660, 'k': 0.028078955, 'nc': 12348, 'it': 0, 'n': 3000}
{'sa': 12034, 'k': 0.028078955, 'nc': 12774, 'it': 0, 'n': 3100}
{'sa': 12446, 'k': 0.028078955, 'nc': 13162, 'it': 0, 'n': 3200}
{'sa': 12832, 'k': 0.028078955, 'nc': 13576, 'it': 0, 'n': 3300}
{'sa': 13140, 'k': 0.028078955, 'nc': 14068, 'it': 0, 'n': 3400}
{'sa': 13524, 'k': 0.028078955, 'nc': 14484, 'it': 0, 'n': 3500}
{'sa': 13910, 'k': 0.028078955, 'nc': 14898, 'it': 0, 'n': 3600}
{'sa': 14324, 'k': 0.028078955, 'nc': 15284, 'it': 0, 'n': 3700}
{'sa': 14718, 'k': 0.028078955, 'nc': 15690, 'it': 0, 'n': 3800}
{'sa': 15110, 'k': 0.028078955, 'nc': 16098, 'it': 0, 'n': 3900}
{'sa': 15496, 'k': 0.028078955, 'nc': 16512, 'it': 0, 'n': 4000}
{'sa': 15900, 'k': 0.028078955, 'nc': 16908, 'it': 0, 'n': 4100}
{'sa': 16324, 'k': 0.028078955, 'nc': 17284, 'it': 0, 'n': 4200}
{'sa': 16756, 'k': 0.028078955, 'nc': 17652, 'it': 0, 'n': 4300}
{'sa': 17100, 'k': 0.028078955, 'nc': 18108, 'it': 0, 'n': 4400}
{'sa': 17442, 'k': 0.028078955, 'nc': 18566, 'it': 0, 'n': 4500}
{'sa': 17858, 'k': 0.028078955, 'nc': 18950, 'it': 0, 'n': 4600}
{'sa': 18250, 'k': 0.028078955, 'nc': 19358, 'it': 0, 'n': 4700}
{'sa': 18680, 'k': 0.028078955, 'nc': 19728, 'it': 0, 'n': 4800}
{'sa': 19102, 'k': 0.028078955, 'nc': 20106, 'it': 0, 'n': 4900}
