{'sa': 418, 'k': 0.02678948, 'nc': 390, 'it': 0, 'n': 100}
{'sa': 816, 'k': 0.02678948, 'nc': 792, 'it': 0, 'n': 200}
{'sa': 1194, 'k': 0.02678948, 'nc': 1214, 'it': 0, 'n': 300}
{'sa': 1556, 'k': 0.02678948, 'nc': 1652, 'it': 0, 'n': 400}
{'sa': 1922, 'k': 0.02678948, 'nc': 2086, 'it': 0, 'n': 500}
{'sa': 2318, 'k': 0.02678948, 'nc': 2490, 'it': 0, 'n': 600}
{'sa': 2734, 'k': 0.02678948, 'nc': 2874, 'it': 0, 'n': 700}
{'sa': 3044, 'k': 0.02678948, 'nc': 3364, 'it': 0, 'n': 800}
{'sa': 3456, 'k': 0.02678948, 'nc': 3752, 'it': 0, 'n': 900}
{'sa': 3818, 'k': 0.02678948, 'nc': 4190, 'it': 0, 'n': 1000}
{'sa': 4214, 'k': 0.02678948, 'nc': 4594, 'it': 0, 'n': 1100}
{'sa': 4594, 'k': 0.02678948, 'nc': 5014, 'it': 0, 'n': 1200}
{'sa': 4974, 'k': 0.02678948, 'nc': 5434, 'it': 0, 'n': 1300}
{'sa': 5366, 'k': 0.02678948, 'nc': 5842, 'it': 0, 'n': 1400}
{'sa': 5748, 'k': 0.02678948, 'nc': 6260, 'it': 0, 'n': 1500}
{'sa': 6148, 'k': 0.02678948, 'nc': 6660, 'it': 0, 'n': 1600}
{'sa': 6578, 'k': 0.02678948, 'nc': 7030, 'it': 0, 'n': 1700}
{'sa': 6916, 'k': 0.02678948, 'nc': 7492, 'it': 0, 'n': 1800}
{'sa': 7302, 'k': 0.02678948, 'nc': 7906, 'it': 0, 'n': 1900}
{'sa': 7642, 'k': 0.02678948, 'nc': 8366, 'it': 0, 'n': 2000}
{'sa': 8010, 'k': 0.02678948, 'nc': 8798, 'it': 0, 'n': 2100}
{'sa': 8410, 'k': 0.02678948, 'nc': 9198, 'it': 0, 'n': 2200}
{'sa': 8742, 'k': 0.02678948, 'nc': 9666, 'it': 0, 'n': 2300}
{'sa': 9130, 'k': 0.02678948, 'nc': 10078, 'it': 0, 'n': 2400}
{'sa': 9566, 'k': 0.02678948, 'nc': 10442, 'it': 0, 'n': 2500}
{'sa': 9934, 'k': 0.02678948, 'nc': 10874, 'it': 0, 'n': 2600}
{'sa': 10324, 'k': 0.02678948, 'nc': 11284, 'it': 0, 'n': 2700}
{'sa': 10744, 'k': 0.02678948, 'nc': 11664, 'it': 0, 'n': 2800}
{'sa': 11138, 'k': 0.02678948, 'nc': 12070, 'it': 0, 'n': 2900}
{'sa': 11522, 'k': 0.02678948, 'nc': 12486, 'it': 0, 'n': 3000}
{'sa': 11870, 'k': 0.02678948, 'nc': 12938, 'it': 0, 'n': 3100}
{'sa': 12220, 'k': 0.02678948, 'nc': 13388, 'it': 0, 'n': 3200}
{'sa': 12634, 'k': 0.02678948, 'nc': 13774, 'it': 0, 'n': 3300}
{'sa': 13018, 'k': 0.02678948, 'nc': 14190, 'it': 0, 'n': 3400}
{'sa': 13410, 'k': 0.02678948, 'nc': 14598, 'it': 0, 'n': 3500}
{'sa': 13808, 'k': 0.02678948, 'nc': 15000, 'it': 0, 'n': 3600}
{'sa': 14198, 'k': 0.02678948, 'nc': 15410, 'it': 0, 'n': 3700}
{'sa': 14576, 'k': 0.02678948, 'nc': 15832, 'it': 0, 'n': 3800}
{'sa': 14944, 'k': 0.02678948, 'nc': 16264, 'it': 0, 'n': 3900}
{'sa': 15372, 'k': 0.02678948, 'nc': 16636, 'it': 0, 'n': 4000}
{'sa': 15774, 'k': 0.02678948, 'nc': 17034, 'it': 0, 'n': 4100}
{'sa': 16118, 'k': 0.02678948, 'nc': 17490, 'it': 0, 'n': 4200}
{'sa': 16500, 'k': 0.02678948, 'nc': 17908, 'it': 0, 'n': 4300}
{'sa': 16868, 'k': 0.02678948, 'nc': 18340, 'it': 0, 'n': 4400}
{'sa': 17310, 'k': 0.02678948, 'nc': 18698, 'it': 0, 'n': 4500}
{'sa': 17750, 'k': 0.02678948, 'nc': 19058, 'it': 0, 'n': 4600}
{'sa': 18156, 'k': 0.02678948, 'nc': 19452, 'it': 0, 'n': 4700}
{'sa': 18558, 'k': 0.02678948, 'nc': 19850, 'it': 0, 'n': 4800}
{'sa': 18954, 'k': 0.02678948, 'nc': 20254, 'it': 0, 'n': 4900}
{'sa': 19330, 'k': 0.02678948, 'nc': 20678, 'it': 0, 'n': 5000}
{'sa': 19716, 'k': 0.02678948, 'nc': 21092, 'it': 0, 'n': 5100}
{'sa': 20084, 'k': 0.02678948, 'nc': 21524, 'it': 0, 'n': 5200}
{'sa': 20488, 'k': 0.02678948, 'nc': 21920, 'it': 0, 'n': 5300}
{'sa': 20870, 'k': 0.02678948, 'nc': 22338, 'it': 0, 'n': 5400}
{'sa': 21242, 'k': 0.02678948, 'nc': 22766, 'it': 0, 'n': 5500}
{'sa': 21656, 'k': 0.02678948, 'nc': 23152, 'it': 0, 'n': 5600}
{'sa': 22038, 'k': 0.02678948, 'nc': 23570, 'it': 0, 'n': 5700}
{'sa': 22412, 'k': 0.02678948, 'nc': 23996, 'it': 0, 'n': 5800}
{'sa': 22782, 'k': 0.02678948, 'nc': 24426, 'it': 0, 'n': 5900}
{'sa': 23168, 'k': 0.02678948, 'nc': 24840, 'it': 0, 'n': 6000}
{'sa': 23530, 'k': 0.02678948, 'nc': 25278, 'it': 0, 'n': 6100}
{'sa': 23910, 'k': 0.02678948, 'nc': 25698, 'it': 0, 'n': 6200}
{'sa': 24290, 'k': 0.02678948, 'nc': 26118, 'it': 0, 'n': 6300}
{'sa': 24652, 'k': 0.02678948, 'nc': 26556, 'it': 0, 'n': 6400}
{'sa': 25056, 'k': 0.02678948, 'nc': 26952, 'it': 0, 'n': 6500}
{'sa': 25462, 'k': 0.02678948, 'nc': 27346, 'it': 0, 'n': 6600}
{'sa': 25826, 'k': 0.02678948, 'nc': 27782, 'it': 0, 'n': 6700}
{'sa': 26174, 'k': 0.02678948, 'nc': 28234, 'it': 0, 'n': 6800}
{'sa': 26534, 'k': 0.02678948, 'nc': 28674, 'it': 0, 'n': 6900}
{'sa': 26892, 'k': 0.02678948, 'nc': 29116, 'it': 0, 'n': 7000}
{'sa': 27262, 'k': 0.02678948, 'nc': 29546, 'it': 0, 'n': 7100}
{'sa': 27618, 'k': 0.02678948, 'nc': 29990, 'it': 0, 'n': 7200}
{'sa': 28004, 'k': 0.02678948, 'nc': 30404, 'it': 0, 'n': 7300}
{'sa': 28380, 'k': 0.02678948, 'nc': 30828, 'it': 0, 'n': 7400}
{'sa': 28762, 'k': 0.02678948, 'nc': 31246, 'it': 0, 'n': 7500}
{'sa': 29114, 'k': 0.02678948, 'nc': 31694, 'it': 0, 'n': 7600}
{'sa': 29486, 'k': 0.02678948, 'nc': 32122, 'it': 0, 'n': 7700}
{'sa': 29850, 'k': 0.02678948, 'nc': 32558, 'it': 0, 'n': 7800}
{'sa': 30264, 'k': 0.02678948, 'nc': 32944, 'it': 0, 'n': 7900}
{'sa': 30672, 'k': 0.02678948, 'nc': 33336, 'it': 0, 'n': 8000}
{'sa': 31028, 'k': 0.02678948, 'nc': 33780, 'it': 0, 'n': 8100}
{'sa': 31410, 'k': 0.02678948, 'nc': 34198, 'it': 0, 'n': 8200}
{'sa': 31774, 'k': 0.02678948, 'nc': 34634, 'it': 0, 'n': 8300}
{'sa': 32136, 'k': 0.02678948, 'nc': 35072, 'it': 0, 'n': 8400}
{'sa': 32564, 'k': 0.02678948, 'nc': 35444, 'it': 0, 'n': 8500}
{'sa': 32888, 'k': 0.02678948, 'nc': 35920, 'it': 0, 'n': 8600}
{'sa': 33276, 'k': 0.02678948, 'nc': 36332, 'it': 0, 'n': 8700}
{'sa': 33654, 'k': 0.02678948, 'nc': 36754, 'it': 0, 'n': 8800}
{'sa': 34058, 'k': 0.02678948, 'nc': 37150, 'it': 0, 'n': 8900}
{'sa': 34446, 'k': 0.02678948, 'nc': 37562, 'it': 0, 'n': 9000}
{'sa': 34848, 'k': 0.02678948, 'nc': 37960, 'it': 0, 'n': 9100}
{'sa': 35198, 'k': 0.02678948, 'nc': 38410, 'it': 0, 'n': 9200}
{'sa': 35546, 'k': 0.02678948, 'nc': 38862, 'it': 0, 'n': 9300}
{'sa': 35938, 'k': 0.02678948, 'nc': 39270, 'it': 0, 'n': 9400}
{'sa': 36338, 'k': 0.02678948, 'nc': 39670, 'it': 0, 'n': 9500}
{'sa': 36748, 'k': 0.02678948, 'nc': 40060, 'it': 0, 'n': 9600}
{'sa': 37162, 'k': 0.02678948, 'nc': 40446, 'it': 0, 'n': 9700}
{'sa': 37590, 'k': 0.02678948, 'nc': 40818, 'it': 0, 'n': 9800}
{'sa': 37958, 'k': 0.02678948, 'nc': 41250, 'it': 0, 'n': 9900}
{'sa': 38406, 'k': 0.02678948, 'nc': 41602, 'it': 0, 'n': 10000}
{'sa': 38810, 'k': 0.02678948, 'nc': 41998, 'it': 0, 'n': 10100}
{'sa': 39214, 'k': 0.02678948, 'nc': 42394, 'it': 0, 'n': 10200}
{'sa': 39630, 'k': 0.02678948, 'nc': 42778, 'it': 0, 'n': 10300}
{'sa': 39996, 'k': 0.02678948, 'nc': 43212, 'it': 0, 'n': 10400}
{'sa': 40390, 'k': 0.02678948, 'nc': 43618, 'it': 0, 'n': 10500}
{'sa': 40782, 'k': 0.02678948, 'nc': 44026, 'it': 0, 'n': 10600}
{'sa': 41212, 'k': 0.02678948, 'nc': 44396, 'it': 0, 'n': 10700}
{'sa': 41632, 'k': 0.02678948, 'nc': 44776, 'it': 0, 'n': 10800}
{'sa': 42010, 'k': 0.02678948, 'nc': 45198, 'it': 0, 'n': 10900}
{'sa': 42402, 'k': 0.02678948, 'nc': 45606, 'it': 0, 'n': 11000}
{'sa': 42782, 'k': 0.02678948, 'nc': 46026, 'it': 0, 'n': 11100}
{'sa': 43162, 'k': 0.02678948, 'nc': 46446, 'it': 0, 'n': 11200}
{'sa': 43518, 'k': 0.02678948, 'nc': 46890, 'it': 0, 'n': 11300}
{'sa': 43896, 'k': 0.02678948, 'nc': 47312, 'it': 0, 'n': 11400}
{'sa': 44294, 'k': 0.02678948, 'nc': 47714, 'it': 0, 'n': 11500}
{'sa': 44666, 'k': 0.02678948, 'nc': 48142, 'it': 0, 'n': 11600}
{'sa': 45052, 'k': 0.02678948, 'nc': 48556, 'it': 0, 'n': 11700}
{'sa': 45434, 'k': 0.02678948, 'nc': 48974, 'it': 0, 'n': 11800}
{'sa': 45812, 'k': 0.02678948, 'nc': 49396, 'it': 0, 'n': 11900}
