{'sa': 420, 'k': 0.00873685, 'nc': 388, 'it': 0, 'n': 100}
{'sa': 790, 'k': 0.00873685, 'nc': 818, 'it': 0, 'n': 200}
{'sa': 1102, 'k': 0.00873685, 'nc': 1306, 'it': 0, 'n': 300}
{'sa': 1414, 'k': 0.00873685, 'nc': 1794, 'it': 0, 'n': 400}
{'sa': 1750, 'k': 0.00873685, 'nc': 2258, 'it': 0, 'n': 500}
{'sa': 2048, 'k': 0.00873685, 'nc': 2760, 'it': 0, 'n': 600}
{'sa': 2374, 'k': 0.00873685, 'nc': 3234, 'it': 0, 'n': 700}
{'sa': 2710, 'k': 0.00873685, 'nc': 3698, 'it': 0, 'n': 800}
{'sa': 3058, 'k': 0.00873685, 'nc': 4150, 'it': 0, 'n': 900}
{'sa': 3408, 'k': 0.00873685, 'nc': 4600, 'it': 0, 'n': 1000}
{'sa': 3698, 'k': 0.00873685, 'nc': 5110, 'it': 0, 'n': 1100}
{'sa': 4082, 'k': 0.00873685, 'nc': 5526, 'it': 0, 'n': 1200}
{'sa': 4402, 'k': 0.00873685, 'nc': 6006, 'it': 0, 'n': 1300}
{'sa': 4750, 'k': 0.00873685, 'nc': 6458, 'it': 0, 'n': 1400}
{'sa': 5076, 'k': 0.00873685, 'nc': 6932, 'it': 0, 'n': 1500}
{'sa': 5372, 'k': 0.00873685, 'nc': 7436, 'it': 0, 'n': 1600}
{'sa': 5680, 'k': 0.00873685, 'nc': 7928, 'it': 0, 'n': 1700}
{'sa': 6004, 'k': 0.00873685, 'nc': 8404, 'it': 0, 'n': 1800}
{'sa': 6348, 'k': 0.00873685, 'nc': 8860, 'it': 0, 'n': 1900}
{'sa': 6638, 'k': 0.00873685, 'nc': 9370, 'it': 0, 'n': 2000}
{'sa': 6954, 'k': 0.00873685, 'nc': 9854, 'it': 0, 'n': 2100}
{'sa': 7278, 'k': 0.00873685, 'nc': 10330, 'it': 0, 'n': 2200}
{'sa': 7592, 'k': 0.00873685, 'nc': 10816, 'it': 0, 'n': 2300}
{'sa': 7926, 'k': 0.00873685, 'nc': 11282, 'it': 0, 'n': 2400}
{'sa': 8192, 'k': 0.00873685, 'nc': 11816, 'it': 0, 'n': 2500}
{'sa': 8482, 'k': 0.00873685, 'nc': 12326, 'it': 0, 'n': 2600}
{'sa': 8798, 'k': 0.00873685, 'nc': 12810, 'it': 0, 'n': 2700}
{'sa': 9146, 'k': 0.00873685, 'nc': 13262, 'it': 0, 'n': 2800}
{'sa': 9470, 'k': 0.00873685, 'nc': 13738, 'it': 0, 'n': 2900}
{'sa': 9802, 'k': 0.00873685, 'nc': 14206, 'it': 0, 'n': 3000}
{'sa': 10110, 'k': 0.00873685, 'nc': 14698, 'it': 0, 'n': 3100}
{'sa': 10492, 'k': 0.00873685, 'nc': 15116, 'it': 0, 'n': 3200}
{'sa': 10848, 'k': 0.00873685, 'nc': 15560, 'it': 0, 'n': 3300}
{'sa': 11202, 'k': 0.00873685, 'nc': 16006, 'it': 0, 'n': 3400}
{'sa': 11542, 'k': 0.00873685, 'nc': 16466, 'it': 0, 'n': 3500}
{'sa': 11904, 'k': 0.00873685, 'nc': 16904, 'it': 0, 'n': 3600}
{'sa': 12228, 'k': 0.00873685, 'nc': 17380, 'it': 0, 'n': 3700}
{'sa': 12548, 'k': 0.00873685, 'nc': 17860, 'it': 0, 'n': 3800}
{'sa': 12884, 'k': 0.00873685, 'nc': 18324, 'it': 0, 'n': 3900}
{'sa': 13280, 'k': 0.00873685, 'nc': 18728, 'it': 0, 'n': 4000}
{'sa': 13608, 'k': 0.00873685, 'nc': 19200, 'it': 0, 'n': 4100}
